	0
46	http://www.wfmu.org/playlists/shows/55889
47	http://www.wfmu.org/playlists/shows/55752
48	http://www.wfmu.org/playlists/shows/55708
49	http://www.wfmu.org/playlists/shows/55646
50	http://www.wfmu.org/playlists/shows/55614
51	http://www.wfmu.org/playlists/shows/55564
52	http://www.wfmu.org/playlists/shows/55519
53	http://www.wfmu.org/playlists/shows/55460
54	http://www.wfmu.org/playlists/shows/55427
55	http://www.wfmu.org/playlists/shows/55374
56	http://www.wfmu.org/playlists/shows/55332
57	http://www.wfmu.org/playlists/shows/55285
58	http://www.wfmu.org/playlists/shows/55243
59	http://www.wfmu.org/playlists/shows/55193
60	http://www.wfmu.org/playlists/shows/55153
61	http://www.wfmu.org/playlists/shows/55115
62	http://www.wfmu.org/playlists/shows/55052
63	http://www.wfmu.org/playlists/shows/55002
64	http://www.wfmu.org/playlists/shows/54953
65	http://www.wfmu.org/playlists/shows/54810
66	http://www.wfmu.org/playlists/shows/54760
67	http://www.wfmu.org/playlists/shows/54733
68	http://www.wfmu.org/playlists/shows/54674
69	http://www.wfmu.org/playlists/shows/54625
70	http://www.wfmu.org/playlists/shows/54580
71	http://www.wfmu.org/playlists/shows/54514
72	http://www.wfmu.org/playlists/shows/54485
73	http://www.wfmu.org/playlists/shows/54388
74	http://www.wfmu.org/playlists/shows/54353
75	http://www.wfmu.org/playlists/shows/54294
76	http://www.wfmu.org/playlists/shows/54223
77	http://www.wfmu.org/playlists/shows/54202
78	http://www.wfmu.org/playlists/shows/54163
79	http://www.wfmu.org/playlists/shows/54100
80	http://www.wfmu.org/playlists/shows/54051
81	http://www.wfmu.org/playlists/shows/54008
82	http://www.wfmu.org/playlists/shows/53969
83	http://www.wfmu.org/playlists/shows/53911
84	http://www.wfmu.org/playlists/shows/53858
0	http://www.wfmu.org/playlists/shows/64347
1	http://www.wfmu.org/playlists/shows/64246
2	http://www.wfmu.org/playlists/shows/64231
3	http://www.wfmu.org/playlists/shows/64158
4	http://www.wfmu.org/playlists/shows/64115
5	http://www.wfmu.org/playlists/shows/64021
6	http://www.wfmu.org/playlists/shows/64002
7	http://www.wfmu.org/playlists/shows/63943
8	http://www.wfmu.org/playlists/shows/63873
9	http://www.wfmu.org/playlists/shows/63773
10	http://www.wfmu.org/playlists/shows/63754
11	http://www.wfmu.org/playlists/shows/63672
12	http://www.wfmu.org/playlists/shows/63639
13	http://www.wfmu.org/playlists/shows/63579
14	http://www.wfmu.org/playlists/shows/63529
15	http://www.wfmu.org/playlists/shows/63471
16	http://www.wfmu.org/playlists/shows/63418
17	http://www.wfmu.org/playlists/shows/63206
18	http://www.wfmu.org/playlists/shows/63156
19	http://www.wfmu.org/playlists/shows/63095
20	http://www.wfmu.org/playlists/shows/63035
21	http://www.wfmu.org/playlists/shows/62984
22	http://www.wfmu.org/playlists/shows/62919
23	http://www.wfmu.org/playlists/shows/62856
24	http://www.wfmu.org/playlists/shows/62783
25	http://www.wfmu.org/playlists/shows/62743
26	http://www.wfmu.org/playlists/shows/62686
27	http://www.wfmu.org/playlists/shows/62633
28	http://www.wfmu.org/playlists/shows/62576
29	http://www.wfmu.org/playlists/shows/62520
30	http://www.wfmu.org/playlists/shows/62413
31	http://www.wfmu.org/playlists/shows/62360
32	http://www.wfmu.org/playlists/shows/62300
33	http://www.wfmu.org/playlists/shows/62232
34	http://www.wfmu.org/playlists/shows/62196
35	http://www.wfmu.org/playlists/shows/62138
36	http://www.wfmu.org/playlists/shows/62083
37	http://www.wfmu.org/playlists/shows/61993
38	http://www.wfmu.org/playlists/shows/61974
39	http://www.wfmu.org/playlists/shows/61914
40	http://www.wfmu.org/playlists/shows/61862
41	http://www.wfmu.org/playlists/shows/61788
42	http://www.wfmu.org/playlists/shows/61753
43	http://www.wfmu.org/playlists/shows/61703
44	http://www.wfmu.org/playlists/shows/61647
45	http://www.wfmu.org/playlists/shows/61578
46	http://www.wfmu.org/playlists/shows/61542
47	http://www.wfmu.org/playlists/shows/61471
48	http://www.wfmu.org/playlists/shows/61430
49	http://www.wfmu.org/playlists/shows/61355
50	http://www.wfmu.org/playlists/shows/61321
51	http://www.wfmu.org/playlists/shows/61261
52	http://www.wfmu.org/playlists/shows/61207
53	http://www.wfmu.org/playlists/shows/60837
54	http://www.wfmu.org/playlists/shows/60693
55	http://www.wfmu.org/playlists/shows/60781
56	http://www.wfmu.org/playlists/shows/60692
57	http://www.wfmu.org/playlists/shows/60677
58	http://www.wfmu.org/playlists/shows/60627
59	http://www.wfmu.org/playlists/shows/60574
60	http://www.wfmu.org/playlists/shows/60494
61	http://www.wfmu.org/playlists/shows/60477
62	http://www.wfmu.org/playlists/shows/60389
63	http://www.wfmu.org/playlists/shows/60368
64	http://www.wfmu.org/playlists/shows/60286
65	http://www.wfmu.org/playlists/shows/60265
66	http://www.wfmu.org/playlists/shows/60106
67	http://www.wfmu.org/playlists/shows/60090
68	http://www.wfmu.org/playlists/shows/60067
69	http://www.wfmu.org/playlists/shows/59966
70	http://www.wfmu.org/playlists/shows/59698
71	http://www.wfmu.org/playlists/shows/59872
72	http://www.wfmu.org/playlists/shows/59697
73	http://www.wfmu.org/playlists/shows/59770
74	http://www.wfmu.org/playlists/shows/59696
75	http://www.wfmu.org/playlists/shows/59664
76	http://www.wfmu.org/playlists/shows/59556
77	http://www.wfmu.org/playlists/shows/59486
78	http://www.wfmu.org/playlists/shows/59455
79	http://www.wfmu.org/playlists/shows/59384
80	http://www.wfmu.org/playlists/shows/59351
81	http://www.wfmu.org/playlists/shows/59291
82	http://www.wfmu.org/playlists/shows/59257
83	http://www.wfmu.org/playlists/shows/59192
84	http://www.wfmu.org/playlists/shows/59162
85	http://www.wfmu.org/playlists/shows/59090
86	http://www.wfmu.org/playlists/shows/59058
87	http://www.wfmu.org/playlists/shows/59010
88	http://www.wfmu.org/playlists/shows/58955
89	http://www.wfmu.org/playlists/shows/58908
90	http://www.wfmu.org/playlists/shows/58859
0	http://www.wfmu.org/playlists/shows/65016
1	http://www.wfmu.org/playlists/shows/64926
2	http://www.wfmu.org/playlists/shows/64903
3	http://www.wfmu.org/playlists/shows/64712
4	http://www.wfmu.org/playlists/shows/64798
5	http://www.wfmu.org/playlists/shows/64711
6	http://www.wfmu.org/playlists/shows/64673
7	http://www.wfmu.org/playlists/shows/64656
8	http://www.wfmu.org/playlists/shows/64563
9	http://www.wfmu.org/playlists/shows/64453
